StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Phone ownership,Phone ownership_4_TEXT,phone cost_1,State of phone,State of phone_5_TEXT,Brand of phone,Brand of phone_4_TEXT,Attachments_1,Attachments_2,Attachments_3,Attachments_4,control - q_1,control - why,control - why_4_TEXT,env - q_1,env - why?,env - why?_4_TEXT,gov - q_1,gov - why,gov - why_4_TEXT,Gender,Gender_4_TEXT,Age,Ethnicity,Education,Education_8_TEXT,Employment status,Income,Family size
2022-02-18 10:47:04,2022-02-18 10:50:15,IP Address,145.8.180.220,100,190,True,2022-02-18 10:50:15,R_O7j0pnDSJgPbvsl,,,,,52.4835968017578125,4.685394287109375,anonymous,EN,Yes,Bought outright,,103,Secondhand - Private Seller (eg. ebay),,Apple (iPhone),,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,52,,,,,,Male,,55 - 64,White: British / English / Northern Irish / Scottish / Welsh,Doctoral degree,,In full-time employment,"£50,000 to £59,999",1
2022-02-18 10:49:41,2022-02-18 10:53:42,IP Address,145.8.180.202,100,240,True,2022-02-18 10:53:42,R_12bvXYVRlAjf7P3,,,,,52.4835968017578125,4.685394287109375,anonymous,EN,Yes,Bought outright,,315,Secondhand - Private Seller (eg. ebay),,Samsung (Galaxy),,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,21,,,,,,,,,Male,,55 - 64,White: British / English / Northern Irish / Scottish / Welsh,Doctoral degree,,In full-time employment,"£60,000 to £69,999",None
2022-02-18 11:01:41,2022-02-18 11:04:35,IP Address,86.22.241.59,100,174,True,2022-02-18 11:04:35,R_1rBqGCWItJxybYJ,,,,,51.6013031005859375,-0.2635955810546875,anonymous,EN,Yes,Bought outright,,230,Brand New,,Samsung (Galaxy),,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,,,,42,,,,,,Female,,18 - 24,Asian / Asian British: Indian,"Further education (16+, A-Levels, BTEC, etc.)",,Not in employment,"Less than £10,000",None
2022-02-18 11:26:59,2022-02-18 11:27:13,IP Address,86.9.131.87,100,13,True,2022-02-18 11:27:13,R_3FXweafT0mGBDdk,,,,,51.5113067626953125,-0.271392822265625,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 11:27:44,2022-02-18 11:30:02,IP Address,86.9.131.87,100,138,True,2022-02-18 11:30:03,R_2zeS0MIIbkc4kGK,,,,,51.5113067626953125,-0.271392822265625,anonymous,EN,Yes,Bought outright,,501,"Secondhand - Third-party Retailer Refurbished (eg. CEX, BackMarket, GiffGaff)",,Apple (iPhone),,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,,,,100,,,Female,,55 - 64,White: British / English / Northern Irish / Scottish / Welsh,Doctoral degree,,In full-time employment,"£70,000 to £79,999",3
2022-02-18 11:53:38,2022-02-18 11:56:32,IP Address,176.248.204.253,100,174,True,2022-02-18 11:56:32,R_vDfXqstnnoh0T17,,,,,53.4994049072265625,-2.2433013916015625,anonymous,EN,Yes,"Other, please specify","Finance from Apple directly, pay monthly",830,Brand New,,Apple (iPhone),,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,103,,,,,,,,,Female,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time education,"Less than £10,000",None
2022-02-18 11:57:18,2022-02-18 12:01:55,IP Address,82.7.126.151,100,277,True,2022-02-18 12:01:56,R_2tzGrtiCbAXLiU0,,,,,51.441192626953125,-0.1833038330078125,anonymous,EN,Yes,Bought outright,,605,Brand New,,Apple (iPhone),,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,,,,,,51,,,Female,,18 - 24,White: Roma,Master's degree,,In full-time education,"Less than £10,000",None
2022-02-18 12:03:55,2022-02-18 12:08:20,IP Address,82.132.185.90,100,264,True,2022-02-18 12:08:20,R_UT57YinL0hlwoCJ,,,,,53.822601318359375,-1.5679931640625,anonymous,EN,Yes,Bought on contract - fully paid,,1003,Brand New,,Apple (iPhone),,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,252,,,,,,,,,Male,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time education,"Less than £10,000",None
2022-02-18 12:07:53,2022-02-18 12:09:33,IP Address,86.106.157.231,100,100,True,2022-02-18 12:09:34,R_3R2fmvSOjHSL95G,,,,,51.5016021728515625,-0.014892578125,anonymous,EN,Yes,Bought outright,,800,Secondhand - Manufacturer Refurbished (eg. Apple),,Apple (iPhone),,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,,,,50,,,,,,Female,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,Not in employment,"Less than £10,000",None
2022-02-18 12:34:05,2022-02-18 12:36:46,IP Address,151.68.221.19,100,161,True,2022-02-18 12:36:46,R_3iUpAVaEzj5JJUv,,,,,45.472198486328125,9.19219970703125,anonymous,EN,Yes,Bought outright,,169,Brand New,,"Other, please specify",Xiaomi,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,48,,,,,,,,,Male,,25 - 34,White: Any other White background,Master's degree,,In full-time employment,"£20,000 to £29,999",None
2022-02-18 12:36:15,2022-02-18 12:39:18,IP Address,212.159.16.241,100,182,True,2022-02-18 12:39:19,R_bOSD7nfyzyUPPpL,,,,,52.685394287109375,-1.5377960205078125,anonymous,EN,Yes,Bought outright,,758,Brand New,,"Other, please specify",OnePlus,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,,,,101,,,Male,,18 - 24,Asian / Asian British: Indian,Undergraduate degree,,In full-time employment,Prefer not to say,None
2022-02-18 12:38:48,2022-02-18 12:39:51,IP Address,81.101.225.190,100,63,True,2022-02-18 12:39:52,R_3NP85mArQCfUry2,,,,,51.6013031005859375,-0.2635955810546875,anonymous,EN,Yes,Bought on contract - fully paid,,688,Secondhand - Manufacturer Refurbished (eg. Apple),,Samsung (Galaxy),,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,,,,13,,,,,,Non-binary / third gender,,65 - 74,White: Roma,Primary school,,Not in employment,"£30,000 to £39,999",5 or more
2022-02-18 12:56:39,2022-02-18 12:59:10,IP Address,5.66.154.58,100,151,True,2022-02-18 12:59:11,R_8vsAcMFRZ9Q5ndT,,,,,51.86590576171875,-2.205902099609375,anonymous,EN,Yes,Bought on contract - fully paid,,208,Brand New,,"Other, please specify",Huwawei,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,100,,,,,,,,,Female,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£30,000 to £39,999",None
2022-02-18 13:08:36,2022-02-18 13:08:51,IP Address,213.205.196.152,100,14,True,2022-02-18 13:08:51,R_XZhQhNkYFLrsJr3,,,,,53.379302978515625,-1.460205078125,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 13:13:28,2022-02-18 13:15:38,IP Address,172.91.25.187,100,130,True,2022-02-18 13:15:39,R_pEi4w4ofnlFAkW5,,,,,34.06719970703125,-118.301605224609375,anonymous,EN,Yes,Bought outright,,823,Brand New,,Apple (iPhone),,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,,,,100,,,,,,Female,,18 - 24,Asian / Asian British: Chinese,Undergraduate degree,,In full-time education,"£10,000 to £19,999",None
2022-02-18 13:57:21,2022-02-18 14:00:42,IP Address,81.156.18.96,100,201,True,2022-02-18 14:00:43,R_1pRIZ4Z0oB1cTOT,,,,,53.3553009033203125,-1.56329345703125,anonymous,EN,Yes,Bought outright,,310,Brand New,,Samsung (Galaxy),,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,,,,,,,0,Repairability is not a priority for me,,Male,,45 - 54,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£50,000 to £59,999",2
2022-02-18 14:15:33,2022-02-18 14:17:35,IP Address,35.86.168.76,100,121,True,2022-02-18 14:17:35,R_2wmBM6zKhswFCjO,,,,,45.823394775390625,-119.72570037841796875,anonymous,EN,Yes,Bought outright,,995,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,59,,,,,,,,,Female,,18 - 24,Asian / Asian British: Chinese,Undergraduate degree,,In full-time employment,"£50,000 to £59,999",None
2022-02-18 14:43:34,2022-02-18 14:47:23,IP Address,92.5.150.96,100,229,True,2022-02-18 14:47:23,R_3CNkBit6rwCPb1I,,,,,53.4557952880859375,-1.5023040771484375,anonymous,EN,Yes,"Other, please specify",,245,Brand New,,Samsung (Galaxy),,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,,,100,,,,,,Male,,55 - 64,White: British / English / Northern Irish / Scottish / Welsh,Doctoral degree,,In full-time employment,"£50,000 to £59,999",2
2022-02-18 14:45:19,2022-02-18 14:48:46,IP Address,93.97.193.70,100,207,True,2022-02-18 14:48:47,R_9B5q3vSfKOEK4Y9,,,,,51.509002685546875,-0.188201904296875,anonymous,EN,Yes,Bought outright,,303,Brand New,,Apple (iPhone),,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,,,,,,103,,,Female,,18 - 24,White: Any other White background,Undergraduate degree,,In full-time education,"Less than £10,000",None
2022-02-18 06:05:29,2022-02-18 16:02:34,IP Address,80.209.150.147,100,35825,True,2022-02-18 16:02:34,R_2ve4CjkVhYvEVgw,,,,,51.4770050048828125,-0.1959075927734375,anonymous,EN,Yes,Bought on contract - fully paid,,900,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,,,177,,,,,,Male,,18 - 24,Prefer not to say,Undergraduate degree,,Not in employment,Prefer not to say,None
2022-02-18 16:12:11,2022-02-18 16:13:24,IP Address,81.98.102.240,100,73,True,2022-02-18 16:13:26,R_1LIQZ7hyPTYMVBs,,,,,51.5688934326171875,0.00799560546875,anonymous,EN,Yes,Bought outright,,988,Brand New,,Apple (iPhone),,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,,,,,,,14,,,Male,,18 - 24,Asian / Asian British: Pakistani,Undergraduate degree,,In full-time education,Prefer not to say,None
2022-02-18 16:22:00,2022-02-18 16:27:23,IP Address,51.198.32.81,100,323,True,2022-02-18 16:27:23,R_1MXP55FBhvGXQiF,,,,,51.531402587890625,-0.1703033447265625,anonymous,EN,Yes,Bought outright,,503,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,51,,,,,,Female,,25 - 34,White: Any other White background,Undergraduate degree,,Not in employment,Prefer not to say,None
2022-02-18 16:50:59,2022-02-18 16:52:48,IP Address,85.255.233.171,100,109,True,2022-02-18 16:52:49,R_3KN0HMuPd7qfclz,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,Yes,Bought outright,,540,Brand New,,Apple (iPhone),,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,55,,,,,,,,,Female,,25 - 34,White: Any other White background,Undergraduate degree,,In full-time education,"£10,000 to £19,999",None
2022-02-18 18:05:36,2022-02-18 18:07:45,IP Address,86.183.222.249,100,128,True,2022-02-18 18:07:45,R_2D6wQIceQ154AVQ,,,,,52.364105224609375,-2.07220458984375,anonymous,EN,Yes,Bought on contract - fully paid,,0,Brand New,,Samsung (Galaxy),,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,,,,51,,,,,,Female,,45 - 54,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£50,000 to £59,999",None
2022-02-18 18:22:01,2022-02-18 18:23:56,IP Address,104.10.120.168,100,115,True,2022-02-18 18:23:57,R_3BKuY2uR24k32w1,,,,,25.7552032470703125,-80.22930145263671875,anonymous,EN,Yes,Bought on contract - fully paid,,245,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,50,,,,,,,,,Female,,25 - 34,White: Any other White background,Undergraduate degree,,In full-time education,"£30,000 to £39,999",None
2022-02-19 01:10:26,2022-02-19 01:10:55,IP Address,86.168.23.232,100,29,True,2022-02-19 01:10:55,R_3kFzQZOVMbrFECt,,,,,51.556396484375,0.071502685546875,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 02:19:42,2022-02-19 02:26:06,IP Address,134.58.253.20,100,383,True,2022-02-19 02:26:06,R_2QLGR7HfInGcWL5,,,,,50.87579345703125,4.70269775390625,anonymous,EN,Yes,Bought on contract - fully paid,,930,Brand New,,Apple (iPhone),,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,116,,,Female,,18 - 24,Asian / Asian British: Chinese,Undergraduate degree,,Not in employment,Not sure,None
2022-02-19 02:37:57,2022-02-19 02:45:10,IP Address,176.63.9.173,100,433,True,2022-02-19 02:45:11,R_23UVWAyAzCg5uvr,,,,,47.5635986328125,19.094696044921875,anonymous,EN,Yes,Bought outright,,286,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,101,,,,,,,,,Female,,25 - 34,White: Any other White background,Master's degree,,Self employed,"£30,000 to £39,999",None
2022-02-19 03:16:18,2022-02-19 03:17:30,IP Address,92.236.120.248,100,71,True,2022-02-19 03:17:30,R_10PI1WCYO4JUn8B,,,,,51.4674072265625,-0.3556060791015625,anonymous,EN,Yes,Bought outright,,373,Brand New,,Samsung (Galaxy),,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,,,,49,,,,,,Male,,35 - 44,Asian / Asian British: Chinese,Doctoral degree,,Self employed,"£50,000 to £59,999",None
2022-02-19 03:30:56,2022-02-19 03:35:07,IP Address,86.30.111.134,100,251,True,2022-02-19 03:35:08,R_2DTyZgdEI6d7MqW,,,,,51.59429931640625,-0.2490997314453125,anonymous,EN,Yes,Bought outright,,400,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,,,,,,,106,,,Female,,45 - 54,Asian / Asian British: Indian,Master's degree,,In part-time employment,"£30,000 to £39,999",2
2022-02-19 03:51:12,2022-02-19 03:54:29,IP Address,185.69.144.3,100,197,True,2022-02-19 03:54:31,R_10BnbgM18suvG6X,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,Yes,Bought outright,,605,Brand New,,"Other, please specify",One Plus,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,,,,,,,65,,,Male,,35 - 44,Asian / Asian British: Indian,Master's degree,,In full-time employment,"£80,000 to £89,999",None
2022-02-19 03:57:45,2022-02-19 03:58:06,IP Address,86.166.219.159,100,20,True,2022-02-19 03:58:06,R_1Le7v6iKH1Le5Z3,,,,,52.675506591796875,-2.7615966796875,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 03:58:14,2022-02-19 04:00:36,IP Address,86.166.219.159,100,141,True,2022-02-19 04:00:36,R_d6XxPv3t1hpzN6x,,,,,52.675506591796875,-2.7615966796875,anonymous,EN,Yes,Bought on contract - fully paid,,325,Brand New,,Apple (iPhone),,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,120,,,,,,,,,Male,,55 - 64,White: Irish,Master's degree,,In full-time employment,Not sure,None
2022-02-19 04:28:33,2022-02-19 04:30:18,IP Address,90.204.9.209,100,105,True,2022-02-19 04:30:19,R_3Jnqgm1r77WpsrT,,,,,51.2985992431640625,-0.2030029296875,anonymous,EN,Yes,Bought outright,,845,Brand New,,Apple (iPhone),,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,221,,,,,,Female,,35 - 44,Asian / Asian British: Indian,Master's degree,,In full-time employment,"£40,000 to £49,999",1
2022-02-19 05:16:32,2022-02-19 05:18:32,IP Address,82.15.22.33,100,120,True,2022-02-19 05:18:32,R_2DS4WQueBxNImAB,,,,,51.503204345703125,-0.2039947509765625,anonymous,EN,Yes,Bought outright,,800,Brand New,,Apple (iPhone),,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,,,,,,,200,,,Male,,25 - 34,Asian / Asian British: Chinese,Doctoral degree,,In full-time education,"Less than £10,000",None
2022-02-19 05:55:45,2022-02-19 05:55:57,IP Address,62.60.61.168,100,12,True,2022-02-19 05:55:57,R_sEYh7C0blGqg1jP,,,,,55.96319580078125,-3.2545928955078125,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 07:43:34,2022-02-19 07:43:56,IP Address,92.9.169.42,100,22,True,2022-02-19 07:43:57,R_Rynezb3VMEDptfP,,,,,51.557098388671875,-0.2971954345703125,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 08:55:17,2022-02-19 08:56:44,IP Address,217.138.177.43,100,87,True,2022-02-19 08:56:49,R_2bGVPOgkTql0qrP,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN,Yes,Bought outright,,815,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,,,,107,,,,,,Female,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£20,000 to £29,999",None
2022-02-19 11:27:47,2022-02-19 11:28:03,IP Address,154.14.205.138,100,16,True,2022-02-19 11:28:04,R_2ci2f71IAjLLvZU,,,,,53.4915924072265625,-2.3009033203125,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 11:28:21,2022-02-19 11:28:50,Spam,154.14.205.138,100,29,True,2022-02-19 11:28:51,R_1iqd4Exp9r0CoOU,,,,,53.4915924072265625,-2.3009033203125,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 12:02:28,2022-02-19 12:05:01,IP Address,31.124.184.156,100,152,True,2022-02-19 12:05:01,R_3qsaacIFfhIAH4C,,,,,51.45599365234375,-0.06109619140625,anonymous,EN,Yes,Bought on contract - fully paid,,605,Brand New,,Apple (iPhone),,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,100,,,,,,,,,Female,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£20,000 to £29,999",None
2022-02-19 13:21:40,2022-02-19 13:23:21,IP Address,81.107.233.81,100,101,True,2022-02-19 13:23:21,R_2RO03k4yx49nU0G,,,,,51.453094482421875,-0.0137939453125,anonymous,EN,Yes,Bought outright,,659,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,,,,,,,152,,,Female,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£20,000 to £29,999",None
2022-02-19 15:07:14,2022-02-19 15:07:37,IP Address,86.14.41.3,100,23,True,2022-02-19 15:07:37,R_UtF3d5GXsYdrlSh,,,,,51.6674041748046875,-0.38470458984375,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 00:44:32,2022-02-20 00:46:50,IP Address,185.3.86.208,100,137,True,2022-02-20 00:46:51,R_1LiITnV2bcJuEUW,,,,,50.9468994140625,-1.41119384765625,anonymous,EN,Yes,Bought outright,,720,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,100,,,,,,,,,Male,,18 - 24,Asian / Asian British: Indian,Undergraduate degree,,Not in employment,Prefer not to say,None
2022-02-20 09:10:46,2022-02-20 09:13:16,IP Address,31.205.214.92,100,149,True,2022-02-20 09:13:16,R_3PGCiJ6tnSqWoaa,,,,,51.4889984130859375,-0.214996337890625,anonymous,EN,Yes,Bought outright,,51,Secondhand - Private Seller (eg. ebay),,Apple (iPhone),,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,20,,,,,,,,,Female,,25 - 34,Asian / Asian British: Indian,Undergraduate degree,,In full-time education,"Less than £10,000",None
2022-02-20 10:26:27,2022-02-20 10:30:20,IP Address,5.148.6.122,100,232,True,2022-02-20 10:30:20,R_erjz4uTrGHqtFD3,,,,,51.5178070068359375,-0.1609039306640625,anonymous,EN,Yes,Bought on contract - fully paid,,638,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,,,61,,,,,,Male,,25 - 34,White: Any other White background,Undergraduate degree,,In full-time education,"Less than £10,000",None
2022-02-20 13:11:27,2022-02-20 13:15:35,IP Address,197.210.79.115,100,247,True,2022-02-20 13:15:36,R_1Dqxt4suVzzGcJe,,,,,10,8,anonymous,EN,Yes,Bought outright,,449,Secondhand - Manufacturer Refurbished (eg. Apple),,Apple (iPhone),,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,,,,,,,51,,,Female,,18 - 24,Black / Black British: African,Undergraduate degree,,In part-time employment,"Less than £10,000",None
2022-02-20 13:31:44,2022-02-20 13:34:08,IP Address,86.4.18.19,100,144,True,2022-02-20 13:34:08,R_qOOJqxMzxzQH00F,,,,,53.4022064208984375,-1.3451995849609375,anonymous,EN,Yes,Bought outright,,162,Brand New,,Apple (iPhone),,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,37,,,Female,,45 - 54,White: British / English / Northern Irish / Scottish / Welsh,"Further education (16+, A-Levels, BTEC, etc.)",,In full-time employment,"£20,000 to £29,999",1
2022-02-21 00:28:17,2022-02-21 00:32:52,IP Address,145.8.180.192,100,275,True,2022-02-21 00:32:52,R_tLZCe4yMBaFPDEJ,,,,,52.4835968017578125,4.685394287109375,anonymous,EN,Yes,"Other, please specify",Free device with 24 month contract,0,Brand New,,"Other, please specify",Sony,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,,,,50,,,,,,Female,,45 - 54,White: British / English / Northern Irish / Scottish / Welsh,"Further education (16+, A-Levels, BTEC, etc.)",,In full-time employment,"£30,000 to £39,999",None
2022-02-21 01:06:28,2022-02-21 01:10:51,IP Address,145.8.180.207,100,263,True,2022-02-21 01:10:51,R_1jOhjoYkDLIsl96,,,,,52.4835968017578125,4.685394287109375,anonymous,EN,Yes,Bought on contract - fully paid,,300,Brand New,,Samsung (Galaxy),,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,50,,,,,,,,,Male,,55 - 64,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£40,000 to £49,999",None
2022-02-21 01:21:58,2022-02-21 01:22:19,IP Address,179.154.193.151,100,20,True,2022-02-21 01:22:19,R_2lf8UtEoZqIAeDD,,,,,-23.5677032470703125,-46.1833038330078125,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21 01:22:30,2022-02-21 01:22:35,IP Address,179.154.193.151,100,4,True,2022-02-21 01:22:35,R_4MkX64tfnhK1d5f,,,,,-23.5677032470703125,-46.1833038330078125,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21 01:22:44,2022-02-21 01:26:36,IP Address,179.154.193.151,100,231,True,2022-02-21 01:26:36,R_2CdqtT1jIf7Kor8,,,,,-23.5677032470703125,-46.1833038330078125,anonymous,EN,Yes,Bought on contract - fully paid,,800,Brand New,,Apple (iPhone),,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,,,,215,,,,,,Female,,35 - 44,Mixed / Multiple ethnic groups: Any other Mixed / Multiple ethnic groups background,Undergraduate degree,,In full-time employment,"£90,000 to £99,999",None
2022-02-21 03:53:46,2022-02-21 03:57:47,IP Address,86.30.192.76,100,241,True,2022-02-21 03:57:48,R_1nSCj2yEup9sSLT,,,,,51.653900146484375,-0.08880615234375,anonymous,EN,Yes,Bought outright,,163,Brand New,,"Other, please specify",Motorola Moto G5,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,,,,,,,40,,,Male,,45 - 54,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,Self employed,"£80,000 to £89,999",None
2022-02-21 03:56:40,2022-02-21 04:01:29,IP Address,81.2.176.232,100,289,True,2022-02-21 04:01:29,R_294VTHrqSKg7jsf,,,,,52.0883941650390625,-2.33740234375,anonymous,EN,Yes,"Other, please specify",Hand-me-down,406,"Other, please specify",Given by partner,Samsung (Galaxy),,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,155,,,,,,,,,Female,,35 - 44,White: Any other White background,Master's degree,,Self employed,Prefer not to say,1
2022-02-21 03:57:12,2022-02-21 04:05:03,IP Address,137.220.87.29,100,470,True,2022-02-21 04:05:03,R_1hYEEQcDAe9PcWq,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN,Yes,Bought outright,,851,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,100,,,,,,Male,,18 - 24,Mixed / Multiple ethnic groups: Any other Mixed / Multiple ethnic groups background,"Other, please specify",Completing doctorate,In full-time education,"£10,000 to £19,999",None
2022-02-21 04:07:56,2022-02-21 04:08:08,IP Address,82.20.204.183,100,12,True,2022-02-21 04:08:09,R_SAvBPB1rXqBQV7H,,,,,51.737701416015625,-1.2053985595703125,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21 04:05:55,2022-02-21 04:08:21,IP Address,78.149.156.138,100,146,True,2022-02-21 04:08:22,R_32WwD2z42Wp3c0t,,,,,51.7386932373046875,-2.196197509765625,anonymous,EN,Yes,Bought outright,,195,Brand New,,"Other, please specify",motorola,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,,,,,,57,,,Male,,55 - 64,White: Any other White background,Master's degree,,Self employed,"£30,000 to £39,999",None
2022-02-21 04:18:55,2022-02-21 04:22:16,IP Address,185.69.116.109,100,201,True,2022-02-21 04:22:16,R_1DtzCM1UdfZfhMf,,,,,51.447906494140625,-0.1376953125,anonymous,EN,Yes,Bought outright,,204,Brand New,,"Other, please specify",Mi A2 Lite,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,,,,,,101,,,Male,,35 - 44,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£100,000 to £149,999",1
2022-02-21 04:20:31,2022-02-21 04:22:29,IP Address,82.24.104.143,100,117,True,2022-02-21 04:22:29,R_1K9GE9SrMOpR6n2,,,,,51.5113067626953125,-0.271392822265625,anonymous,EN,Yes,Bought outright,,307,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,20,,,,,,,,,Male,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£50,000 to £59,999",None
